Cancion;Nombre Album;Artista;Fecha de lanzamiento;Codigo de grabacion;Ranking historico;Spotify Streams;Spotify Playlist Count;Busquedas en Spotify;Spotify Popularity;YouTube Views;YouTube Likes;TikTok Posts;TikTok Likes;TikTok Views;YouTube Playlist Reach;Apple Music Playlist Count;Amazon Playlist Count;Soundcloud Streams;;;;;
Cat Partying (TikTok Sped Up) - Remix;Cat Partying (TikTok Sped Up) [Remix];Music Factory;3/20/2023;ARIXB2303741;2,826;2,368,578;1,128;61,944;;;;1,900,000;12,239,089;196,993,859;;;;;;;;;
WANNABE;IT'z ME;ITZY;3/9/20;US5TA2000006;2,825;365,845,397;29,751;5,840,656;66;731,488,947;8,414,274;116,88;56,690,917;362,463,277;40,824,041;23;26;;;;;;
Yï¿½ï¿½reï¿½ï¿½i;Yï¿½ï¿½reï¿½ï¿½i;Amo988;9/15/2023;TRBUL2300064;2,841;75,979,813;7,579;4,760,968;68;104,439,157;350,883;33,3;3,921,299;60,449,279;369,727,517;2;;;;;;;
No Angels;Everything I Thought It Was;Justin Timberlake;3/14/2024;USRC12400002;2,839;11,092,257;1,607;7,250,700;;;;;;;;30;11;;;;;;
Champagne Poetry;Certified Lover Boy;Drake;9/3/21;USUG12104397;2,836;308,396,120;99,705;14,089,454;66;63,664,549;669,096;258,83;147,816,112;1,204,022,719;22,392,532;16;2;;;;;;
Imitadora;Imitadora;Romeo Santos;6/23/2017;USSD11700288;2,823;503,904,686;47,427;13,586,022;73;1,009,029,328;4,103,220;318,412;137,583,052;979,585,978;286,966,207;26;4;;;;;;
ýýýýýýýýýýýýýý;ýýýýýýýýýýýýýý - Single;Akris & Teddy;5/31/2024;FRX872442897;2,828;306,04;1;13;15;;;;;;;;;;;;;;
20 Min;Luv Is Rage 2 (Deluxe);Lil Uzi Vert;11/17/2017;USAT21704166;2,83;1,006,734,157;224,587;27,766,092;77;106,339,744;850,717;43,585;19,855,293;144,628,943;;19;2;;;;;;
Om Jai Jagdish Hare;The Bhajan Project 2;Shivali;2/16/2023;INS172300521;2,824;8,313;7;75;8;314,513,125;1,120,176;;;;;;;;;;;;
Ya No Tiene Novio;Ya No Tiene Novio;Sebastian Yatra;8/10/18;USUM71809940;2,834;431,529,832;32,115;14,298,721;63;1,077,954,732;4,083,486;73,016;6,785,915;43,241,693;126,637,973;31;14;;;;;;
Your Power;Your Power;Billie Eilish;4/29/2021;USUM72105934;2,838;423,439,672;79,149;22,567,177;68;170,437,339;4,244,477;124,714;54,016,040;347,631,092;47,423,810;130;43;;;;;;
Bling Bling;Bling Bling - Single;Grupo Marca Registrada;11/27/2023;USA2P2358699;2,837;96,383,243;10,187;4,406,109;;51,056,879;376,116;;596,994;4,336,957;1,280,723,741;2;;684,353;;;;;
PERO Tï¿;PERO Tï¿;KAROL G;2/23/2023;USUM72222545;2,827;212,911,684;22,815;8,668,393;71;106,041,009;588,756;215,518;9,084,718;131,834,580;7,517,627;9;9;;;;;;
N'y pense plus;N'y pense plus;Tayc;6/19/2020;FR8FB2002810;2,833;177,952,382;60,714;3,538,535;63;217,526,800;1,861,229;1,855,774;227,091,507;2,758,905,591;17,779,700;26;3;;;;;;
Body;Good News;Megan Thee Stallion;11/20/2020;QMCE32000683;2,831;327,693,363;59,033;19,679,788;63;215,966,337;3,070,939;1,180,141;371,525,726;2,873,316,705;1,231,737;19;26;;;;;;
Where You Are;Where You Are;John Summit;3/3/23;USUG12301338;2,822;123,058,600;41,625;65,080,812;71;15,090,329;160,292;12,651;2,501,719;30,233,661;35,904,201;40;30;2,120,172;;;;;
Scream & Shout;Scream & Shout;will.i.am;11/20/2012;USUM71215597;2,821;767,661,283;177,756;49,961,171;72;1,211,548,500;6,168,792;139,644;110,048,740;838,554,125;226,395,588;61;20;2,747,437;;;;;
bigger thï¿½ï¿½n everyt;bigger thï¿½ï¿½n everyt;Yeat;8/10/23;USUM72311204;2,832;48,790,265;26,044;5,580,526;59;11,963,045;259,674;;239,969;2,309,009;191,102,695;6;;5,094,725;;;;;
Princess Diana (with Nicki Minaj);Princess Diana (with Nicki Minaj);Ice Spice;4/14/2023;USUG12300211;2,829;220,270,601;34,862;34,947,789;67;32,354,134;356,483;219,907;98,324,852;905,030,524;;;;;;;;;
This Is Me;This Is Me;Keala Settle;10/27/2017;USAT21704622;2,852;809,894,358;80,591;19,776,253;66;622,964,718;4,716,659;18,442;1,528,788;16,464,069;41,140,493;71;21;126,042;;;;;
QUE PRETENDES;OASIS;J Balvin;6/28/2019;USUM71912318;2,849;806,817,589;85,661;29,532,086;71;489,443,301;2,894,907;31,43;21,776,640;131,482,347;133,515,788;116;33;4,966,997;;;;;
The Chicken Wing Beat;The Chicken Wing Beat;Ricky Desktop;6/13/2020;QZHN72010372;2,842;68,033,539;13,06;1,293,542;60;88,796,716;1,038,952;4,890,413;206,433,932;2,164,370,742;7,628,776;2;5;;;;;;
Nï¿½ï¿½o Vou Nam;Nï¿½ï¿½o Vou Nam;DJ Ws da Igrejinha;1/19/2024;QZZEC2322612;2,85;73,192,291;7,8;40,120,103;79;34,522,299;269,89;;;;15,869,838;1;17;;;;;;
Rim Tim Tagi Dim;Rim Tim Tagi Dim;Baby Lasagna;1/12/24;AT2DY2400003;2,848;34,926,866;4,003;4,119,043;75;50,347,276;837,359;10,6;;;12,801,813;13;8;;;;;;
Baila Baila Baila;Baila Baila Baila;Ozuna;1/5/19;QM7281886206;2,845;563,326,343;71,108;14,798,709;64;619,678,799;3,452,638;106,538;2,189,375;13,221,298;11,102,526;39;47;;;;;;
Ms. Jackson;Ms. Jackson;Pashanim;8/24/2023;DECE72302560;2,847;91,200,208;31,859;7,752,540;69;9,615,800;108,288;1,02;502,312;4,482,394;171,987,731;16;4;;;;;;
Sï¿½ï¿½PER ULTRA ;Sï¿½ï¿½PER ULTRA ;Picus;4/15/2023;MXUM72300426;2,844;14,167,450;963;227,636;56;246,398,948;1,783,107;;10,206,545;145,453,664;80,150,371;;1;;;;;;
Happier (feat. Clementine Douglas);Happier (feat. Clementine Douglas) - Single;The Blessed Madonna;2/2/24;GBAHT2301515;2,846;30,812,151;5,012;42,546,998;71;4,200,741;25,745;;;;24,444,704;48;66;3,018,379;;;;;
Sin Tanto Royo;Sin Tanto Royo;Luis R Conriquez;10/20/2023;QMANG2210115;2,853;92,158,242;10,988;6,195,525;;73,651,632;328,795;363;134,31;1,349,277;242,792,313;5;;;;;;;
Psycho;ýýýThe ReVe Festivalýýý Finale;Red Velvet;12/23/2019;KRA301900597;2,851;471,042,668;37,37;8,743,783;66;716,847,469;9,852,754;46,801;34,695,574;222,663,523;15,450,015;21;19;;;;;;
Rhyme Dust;Rhyme Dust;MK;2/24/2023;GBARL2300220;2,843;116,992,202;44,035;62,486,297;65;7,745,796;95,181;12,594;8,695,476;92,238,960;7,025,105;50;18;3,195,929;;;;;
Tu Foto;Tu Foto;Q' Lokura;5/16/2024;QM6N22456323;2,869;9,244,547;925;8,931,821;69;12,781,421;82,897;;;;;1;;;;;;;
Loco;Loco;Justin Quiles;5/13/2021;USWL12100223;2,864;417,078,369;80,39;22,262,789;61;22,493,718;150,44;779,826;109,132,088;1,310,854,382;982,702;61;31;2,036,108;;;;;
Siempre Pendientes;Siempre Pendientes;Peso Pluma;8/15/2022;QM6P42200426;2,865;395,739,041;34,865;14,461,323;69;115,349,777;497,323;256;27,864,309;347,269,682;;18;9;;;;;;
LALALI;SEVENTEEN BEST ALBUM '17 IS RIGHT HERE';SEVENTEEN;4/29/2024;USA2P2415976;2,858;11,282,322;625;1,779,055;;23,217,618;887,493;;2,229;22,7;5,822,984;1;;;;;;;
Slut Me Out;Slut Me Out - Single;NLE Choppa;4/15/2022;USWB12200942;2,867;346,862,697;72,54;23,493,477;67;28,725,574;481,537;60,398;29,004,515;186,623,555;29,533,696;8;4;;;;;;
Real Love;Real Love;Martin Garrix;9/22/2023;NLM5S2302045;2,859;23,089,149;7,09;14,537,779;;1,508,079;15,1;700,5;9,061,381;160,449,801;;35;;;;;;;
A Tu Merced;YHLQMDLG;Bad Bunny;2/29/2020;QM4TX2030959;2,856;778,269,101;94,041;20,880,365;70;357,643,934;1,517,496;80,5;42,847,884;287,886,349;1,278,210;35;8;;;;;;
Cake By The Ocean;Pop Music Best Hit 2012-16's VOL18;DNCE;1/1/12;USUM71514637;2,863;1,623,436,416;181,003;87,263,572;76;205,204,907;2,069,073;563,713;55,758,553;345,185,931;312;228;58;;;;;;
Exchange;T R A P S O U L;Bryson Tiller;10/2/15;USRC11502185;2,857;989,672,356;135,409;50,477,248;76;713,521,813;4,429,142;245,277;12,247,275;71,925,380;118,725,866;122;15;22,910,659;;;;;
Wasted Love (feat. Lagique);Wasted Love (feat. Lagique);Ofenbach;1/8/21;FR9W12028036;2,868;385,903,701;66,419;24,104,595;61;67,488,485;440,351;728,654;53,819,526;771,965,593;27,764,465;153;7;;;;;;
She Got the Best of Me;This One's for You Too (Deluxe Edition);Luke Combs;6/1/18;US6XF1700267;2,862;572,628,080;58,161;18,234,682;79;358,325,972;1,376,330;48,738;6,199,392;45,145,253;514,930,459;28;11;;;;;;
Y Si Se Quiere Ir;Y Si Se Quiere Ir;"Luis Angel ""El Flaco""";11/19/2021;QZDQH2154311;2,866;110,244,949;10,233;6,570,771;39;442,934,526;1,510,804;2,407;864,18;12,667,235;37,522,385;1;19;765,234;;;;;
Camelot;Camelot;NLE Choppa;9/13/2019;USWB11901876;2,854;537,163,250;117,513;15,086,606;69;299,438,117;2,767,933;115,957;6,757,364;45,616,164;55,208,010;16;3;;;;;;
Stuck In The Middle;Stuck in the Middle;Tai Verdes;5/29/2020;QZHN52001856;2,861;143,421,888;46,095;5,506,539;54;23,355,896;429,911;4,300,313;895,618,190;6,940,732,133;1,036,956;26;3;;;;;;
Step Back!;Step Back!;1nonly;9/2/22;USWB12203894;2,86;166,436,749;48,25;16,940,138;68;49,886,904;632,581;58,547;24,932,289;219,657,145;72,266;9;;7,521,020;;;;;
ýýýýýý;ýýýýýý;YOASOBI;1/6/21;JPP302000760;2,855;311,307,250;48,587;6,777,195;61;460,930,832;3,166,818;73,3;18,691,633;275,649,626;78,255,590;38;7;;;;;;
UK Rap;Split Decision;Dave;6/4/23;GBUM72305710;2,882;107,742,416;42,998;15,708,278;67;11,323,598;134,265;;68;921;15,202;32;6;;;;;;
Yugur;Yugur - Single;Dildora Niyozova;2/21/2024;GBLPF6787759;2,886;17,009;6;20;;66,083,451;231,545;;;;;;;;;;;;
Mi Cama;Mi Cama;KAROL G;5/11/18;USUM71806196;2,881;224,367,887;21,036;7,372,736;57;1,159,610,485;6,061,105;136,001;8,220,385;99,044,675;208,104,840;31;19;;;;;;
Always This Same Old Song;Better Lucky Than Beautiful;Bingo Club;2/24/2023;FR9W12223053;2,879;84,198;27;527;15;295,297,180;;;;;;;;;;;;;
True Love;True Love;Kanye West;5/27/2022;USQX92202485;2,884;269,363,579;84,173;16,979,097;70;3,464,827;61,192;162;39,781;139,748;197,936;14;13;;;;;;
La Triple T;La Triple T;TINI;5/5/22;USHR12243202;2,877;265,244,748;27,965;12,696,928;58;219,911,011;1,029,281;439,688;63,221,453;837,142,924;38,389,154;29;16;;;;;;
Car's Outside;YOU;James Arthur;10/18/2019;DEE861903416;2,876;578,464,780;64,098;29,245,701;76;99,386,903;1,089,785;3,170,207;482,763,087;3,957,426,996;78,753,926;32;1;;;;;;
Northern Attitude (with Hozier);Northern Attitude (with Hozier);Noah Kahan;11/10/23;USUM72315552;2,874;269,280,631;16,841;7,676,990;;4,294,607;37,332;;;;;12;30;285,222;;;;;
Paradise;Mylo Xyloto;Coldplay;10/19/2011;GBAYE1101143;2,873;1,291,954,163;205,567;85,747,045;77;325,509,002;2,163,945;755,099;119,567,231;1,016,743,063;1,022,465;109;32;;;;;;
Devil Doesnï¿½ï¿½ï¿½t B;(Un)Commentary;Alec Benjamin;4/15/2022;USAT22200712;2,888;203,417,763;41,522;3,635,691;66;69,712,050;939,096;624,819;85,472,081;686,244,417;1,916,679,817;12;7;;;;;;
Vamos Aclarando Muchas Cosas - En Vivo;Vamos Aclarando Muchas Cosas (En Vivo);Codiciado;9/2/22;QZQMB2102927;2,887;145,135,597;15,952;3,101,333;65;226,936,682;537,097;235,86;10,955,274;181,357,126;34,156,826;3;1;;;;;;
Peru;#NAME?;Fireboy DML;1/1/20;USUYG1403104;2,88;316,588,910;82,524;14,617,198;62;276,127,028;1,891,292;94,341;17,340,575;291,943,987;3,517,765,335;62;49;;;;;;
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ;Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V;Guilherme & Benuto;6/23/2022;BCVV82000055;2,871;290,735,048;17,734;15,206,997;60;296,249,830;565,573;51,9;5,612,563;91,683,933;3,084,523,872;25;7;;;;;;
Just Pretend;THE DEATH OF PEACE OF MIND;Bad Omens;2/25/2022;USYFZ2264208;2,872;209,635,991;54,47;8,885,780;71;26,381,437;281,014;161,246;24,563,445;231,239,811;12,295,099;18;13;1,923,886;;;;;
older;older;Isabel LaRosa;9/15/2023;USRC12302056;2,87;174,933,335;20,035;16,854,153;;13,345,496;254,331;1;496,198;3,421,698;;4;;1,701,988;;;;;
Happy Dance;Happy Dance;Elmo;2/3/23;USRH12206010;2,889;;;;;323,018,594;550,826;;;;;;;;;;;;
Glorious (feat. Skylar Grey);Glorious (feat. Skylar Grey);Macklemore;6/15/2017;QZ8TY1700001;2,878;899,431,434;111,427;17,437,639;72;345,265,852;3,361,539;277,847;116,647,161;813,589,191;142,496,161;58;13;26,708,285;;;;;
Alone;Black Panther: Wakanda Forever - Music From and Inspired By;Burna Boy;11/4/22;USHR12244832;2,875;139,783,785;44,303;5,375,418;63;37,874,489;402,994;41,4;17,092,754;129,948,415;644;25;14;4,553,795;;;;;
Delicate;reputation;Taylor Swift;11/10/17;USCJY1750007;2,885;987,770,768;58,856;33,732,271;75;593,364,271;4,837,607;33,676;20,092,439;130,537,420;78,802,662;81;55;;;;;;
Labios Mordidos (with KAROL G);Labios Mordidos (with KAROL G);Kali Uchis;11/24/2023;USUM72315069;2,883;91,553,012;8,921;15,207,574;;48,246,407;514,286;321;234,356;;381,759,122;20;9;483,249;;;;;
No Me Conocen (Remix) [con DUKI; Rei & Tiago PZK];No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK];BANDIDO;6/16/2021;UYB282113006;25.9;203,081,704;47,164;7,286,295;59;409,311,269;2,277,370;;;;31,484,427;21,147;;0;;;;
Ni**as In Paris;Watch the Throne (Deluxe);JAY-Z;1/1/11;USUM71111621;2,899;1,436,087,930;296,52;56,557,390;76;444,307,904;3,150,622;37,473;21,427,059;199,117,216;16,347,538;159;51;;;;;;
Be My Lover (feat. La Bouche) - 2023 Mix;Be My Lover (feat. La Bouche) [2023 Mix];Hypaton;4/21/2023;DEE862300656;2,893;136,778,408;38,192;48,561,484;74;;;1,937;301,66;16,053,583;;31;30;1,317,255;;;;;
Butterfly x Boom - Remix;Butterfly x Boom (Remix);LEA;1/13/2022;HKK972201900;2,897;;382;26,476;;;;3,700,884;12,129,705;201,918,963;;;;;;;;;
On The Radar Freestyle;On The Radar Freestyle;Drake;7/26/2023;USLD91749183;2,894;86,155,124;34,804;13,487,736;62;17,603,372;566,251;4,799;2,344,363;21,751,158;465,664;22;18;;;;;;
Forever (feat. Fridayy);It's Only Me;Lil Baby;10/14/2022;USUG12207233;2,906;101,717,995;43,236;7,266,342;61;28,422,099;327,967;63;1,372;15,743;;18;;;;;;;
Bang Bang;Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A;Jessie J;1/1/14;USUM71409737;2,895;1,336,196,012;120,161;65,089,226;72;321,959,140;3,114,933;22,465;36,410,479;243,157,936;2,33;164;53;;;;;;
Reminder;Starboy;The Weeknd;11/25/2016;USUG11600998;2,89;1,015,965,940;125,348;27,076,169;77;530,807,213;3,439,489;515,202;51,866,413;445,032,303;14,016,821;56;3;7,071,878;;;;;
Slut! (Taylor's Version) (From The Vault);1989 (Taylor's Version);Taylor Swift;10/26/2023;USUG12306687;2,908;265,932,119;15,133;21,522,387;;10,688,311;218,021;57,311;24,038,841;148,790,467;1,023,354,836;14;33;;;;;;
icantbelieveiletyougetaway;icantbelieveiletyougetaway;aldn;5/31/2024;QZMEQ2463576;2,896;3,162,942;520;4,539,512;63;247,697;13,414;15,9;;;;;;366,782;;;;;
Harmless Python;INKUBATOR;Hot Lemon;2/25/2023;USCGJ2325873;2,905;;;;;307,570,754;3,929,196;;;;10,540,020;;;;;;;;
Funk Estranho;Funk Estranho - Single;prod.67;5/31/2024;QZNWR2410858;2,902;3,589;;;15;;;;;;;1;;;;;;;
Yo No Soy Celoso;Un Verano Sin Ti;Bad Bunny;5/6/22;QM6MZ2214880;2,901;370,800,055;49,381;6,786,167;68;130,681,979;909,372;9,631;12,486,570;123,346,772;20,198,310;8;1;3,831,965;;;;;
Head Shoulders Knees & Toes (feat. Norma Jean Martine);Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;5/8/20;FRY682000003;2,909;437,558,372;91,322;17,073,985;65;131,588,669;803,725;52,346;9,680,657;88,146,717;46,616,431;97;15;;;;;;
JEALOUSY (feat. Cardi B);JEALOUSY (feat. Cardi B);Offset;7/28/2023;USUM72311135;2,907;58,058,696;20,289;18,874,374;56;31,124,272;674,922;8,543;7,585,680;62,820,921;267,510,966;18;35;;;;;;
Clash (feat. Stormzy);Clash (feat. Stormzy);Dave;7/8/21;GBUM72103840;2,898;237,619,076;109,634;9,288,222;61;83,880,421;827,499;29,127;12,773,383;121,310,762;13,321,285;68;21;;;;;;
Salt;Salt (The Remixes);Ava Max;12/12/19;USAT21906991;2,891;388,802,420;56,08;8,025,213;62;267,992,366;1,873,271;416,848;90,667,312;1,836,584,524;16,367,818;49;6;6,142,628;;;;;
Fire On Fire;Fire On Fire;Sam Smith;12/21/2018;GBUM71807533;2,9;697,834,321;85,43;22,166,821;70;408,377,555;3,474,229;845,344;162,079,342;1,362,132,192;462,620,095;23;9;;;;;;
Problema;Problema;Carlos Agassi;9/27/2023;TCAHM2313718;2,904;125,395;32;2,558;;;;1,100,739;21,961,859;325,076,048;;;;;;;;;
Shoong! (feat. LISA of BLACKPINK);Down to Earth;TAEYANG;4/25/2023;KSA002300722;2,903;156,994,096;14,231;5,565,204;61;147,699,486;22,687;15,086;27,140,570;180,459,570;53,993,902;17;11;;;;;;
Leave Em Alone (Layton Greene; Lil Baby feat. City Girls; PnB Rock);Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock);Quality Control;5/29/2019;2,931;25.8;239,850,720;49,483;7,561,353;58;137,567,703;1,400,248;494,841;93,154,485;592,960,684;4;74,465,169;;1;;;
Boyz In Paris (with VINAI);Boyz In Paris (with VINAI);Marnik;7/28/2023;FR9W12333643;2,919;136,709,117;28,764;62,770,976;73;5,623,146;62,157;1,046;438,19;11,060,327;3,380,195;34;16;;;;;;
3 Nights;Don't Forget About Me, Demos;Dominic Fike;10/16/2018;USQX91802455;2,929;987,061,577;170,786;42,953,760;73;118,458,946;1,182,389;87,128;32,067,807;219,224,269;5,644,556;164;27;;;;;;
Ngozi;Trench to Triumph;Crayon;7/21/2023;US23A1567556;2,928;48,581,084;11,373;7,780,743;65;35,448,614;206,819;549,399;23,105,995;270,727,164;65,962,506;38;22;;;;;;
i am not who i was;i am not who i was - Single;Chance Peï¿½;9/21/2023;QZTPX2322912;2,91;188,215,390;24,322;21,529,351;;3,624,497;;6,448;2,220,665;21,944,041;29,364,635;6;;;;;;;
Single Again;Single Again;Harmonize;2/19/2023;HKC371724447;2,915;;3;4;;31,741,874;229,907;1,904,084;16,348,061;230,507,109;;;;;;;;;
July;July;Noah Cyrus;7/31/2019;USQX91901092;2,927;977,870,118;115,565;34,759,006;80;122,949,402;1,540,598;177,051;97,555,124;348,624,319;4,872,508;64;17;;;;;;
Perro Fiel (feat. Nicky Jam);El Dorado;Shakira;5/26/2017;USSD11700143;2,911;433,482,670;36,243;15,506,067;62;1,080,335,262;3,910,533;389,08;26,721,389;415,634,670;162,147,951;49;29;;;;;;
Andamos Mejor;Andamos Mejor;Los Gemelos De Sinaloa;1/24/2022;USDXS2200425;2,93;209,092,342;22,379;7,376,777;63;265,900,557;1,262,410;246,7;11,562,330;200,533,647;186;6;6;;;;;;
Drag Me Down;Drag Me Down;One Direction;7/31/2015;GBHMU1500070;2,921;1,125,333,823;110,189;62,083,784;76;1,124,359,897;10,115,690;139,963;23,957,571;175,883,717;548,604,090;88;22;;;;;;
Tu Turrito;Tu Turrito;Rei;5/4/22;UYB282208022;2,918;187,818,818;26,77;6,270,168;57;291,692,983;1,352,658;154,2;30,899,907;365,176,711;757,784;8;2;;;;;;
greedy;greedy (Official Video);Tate McRae;9/14/2023;USRV82300987;2,913;1,256,101,755;;;;;;;;;;;;;;;;;
ýýýý ýýýýýýýýýý;ýýýý ýýýýýýýýýý;ANNA ASTI;6/3/22;RUA1D2242027;2,922;21,081,306;7,633;496,465;51;375,871,120;962,835;31,931;3,332,788;74,908,911;27,887,420;20;;;;;;;
Meet Me At Our Spot;THE ANXIETY;THE ANXIETY;3/13/2020;QMJMT2002693;2,923;609,716,786;136,864;31,328,182;69;280,056;4,102;182,019;153,184,031;1,195,714,328;;57;18;5,318,764;;;;;
Get Off The Wall;Get Off The Wall;Philly Goats;6/2/23;USUM72307453;2,926;8,470,479;2,776;1,823,591;43;8,291,412;112,395;1,400,151;60,596,180;503,891,783;;2;3;;;;;;
It'll Be Okay;It'll Be Okay;Shawn Mendes;12/1/21;USUM72122321;2,925;344,658,498;61,117;28,999,986;65;114,495,950;2,357,556;130,67;165,436,212;1,514,925,086;1,423,088,796;58;22;;;;;;
Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½; Abhir Hathi; Bejo; EL IMA);Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA);La Pantera;ES5152101308;2,924;25.8;283,228,006;63,076;8,936,948;62;169,044,728;998,01;147,165;84,459,330;;22;696,795;;1;;
Stereo Hearts (feat. Adam Levine);Megahits 2012 - Die Erste;Gym Class Heroes;1/1/11;USAT21101071;2,916;1,318,596,835;240,081;51,289,471;74;1,141,964,928;11,343,690;409,892;126,261,133;1,056,131,649;1,178,523,905;43;7;;;;;;
Number 2;Number 2 / Never Last;Lil Tecca;5/3/24;USUM72404634;2,914;20,742,763;3,204;22,484,728;;;;;;;;11;6;721,526;;;;;
Tuesday (feat. Drake);Tuesday (feat. Drake);ILOVEMAKONNEN;9/1/14;USWB11402508;2,912;242,892,279;50,948;9,808,482;56;11,099,856;107,229;66,764;15,206,207;106,882,417;75,417;6;15;105,948,813;;;;;
Killshot;Killshot;Eminem;9/19/2018;USUM71814876;2,92;415,971,193;67,75;12,353,206;66;596,108,481;7,991,689;22,969;10,336,311;119,866,465;24,772,235;7;11;;;;;;
Cartï¿½ï¿½o B;Cartï¿½ï¿½o B;MC Caverinha;5/11/23;BRRGE2300377;2,917;143,421,339;23,431;7,023,908;63;108,239,669;1,037,417;40,5;12,310,702;125,638,371;5,015,995;6;10;;;;;;
Jai Jai Shivshankar (The Unwind Mix);The Unwind Mix;Benny Dayal;5/7/22;INY092200047;2,945;6,355;1;12;;490,930,106;2,737,821;;;;1,252,385;;;;;;;;
Fuck Niggaz;Fuck Niggaz;YoungBoy Never Broke Again;2/6/24;USUG12400657;2,937;11,393,565;3,743;3,570,364;;8,173,541;207,558;;;;1,879,137,711;1;;4,469,045;;;;;
Drama (feat. Drake);Exis;Roy Woods;7/31/2015;USWB11508706;2,932;497,826,683;86,867;18,364,841;64;83,526,342;699,022;100,693;22,169,211;178,226,220;448,347;4;2;137,005,114;;;;;
Entre Nosotros;Entre Nosotros;Tiago PZK;7/8/21;ARGT32100004;2,935;472,107,491;65,462;8,388,402;63;221,630,313;1,721,936;121,905;37,557,078;295,962,547;;25;7;;;;;;
Lucky You (feat. Joyner Lucas);Kamikaze;Eminem;8/31/2018;USUM71813334;2,944;709,560,621;98,164;26,325,717;68;478,624,672;5,771,617;3,776;1,994,779;19,887,287;5,774,727;48;19;3,163,011;;;;;
Casanova;Casanova;Soolking;12/7/23;FRPZ92346900;2,94;68,705,759;12,259;10,918,400;73;31,447,677;196,411;;1,13;111,7;69,933,889;23;20;;;;;;
Fruto;en dormir sin Madrid;Bizarrap;10/3/23;UYB282301044;2,938;188,131,570;21,455;9,973,821;;23,791,636;267,266;3,639;867,907;13,208,632;1,485,906;3;20;;;;;;
Bandana;Bandana;Fireboy DML;7/13/2022;USUYG1433884;2,934;118,971,684;31,855;4,511,954;63;14,545,093;88,499;1,215,978;15,330,860;169,166,011;;53;29;;;;;;
the perfect pair;Beatopia;beabadoobee;7/15/2022;GBK3W2202093;2,936;230,129,740;56,091;10,688,364;72;34,590,747;614,842;93,552;53,961,135;369,833,975;4,625,790;13;17;3,697,209;;;;;
F.N.F. (Let's Go);F.N.F. (Let's Go) - Single;Hitkidd;5/3/22;QZRD92201643;2,948;68,460,285;16,34;2,772,856;54;107,349,472;1,053,855;75,908;44,299,693;301,331,608;475,299,208;21;30;8,529,821;;;;;
Falling Angel;Falling Angel;HCTM;8/13/2022;SGB502232845;2,942;72,997;79;42,003;14;32,345;813;2,800,259;54,293,951;1,159,454,840;;;;;;;;;
Sofia;Sofia;Clairo;7/26/2019;US4HB1900086;2,946;728,920,951;143,829;36,926,488;74;168,855,750;2,336,018;107,125;55,770,176;313,505,897;72,209;75;63;;;;;;
Speed Drive (From Barbie The Album);Speed Drive (From Barbie The Album);Charli xcx;6/29/2023;USAT22306163;2,943;222,975,612;22,763;17,412,929;67;22,571,591;343,66;163,194;71,994,032;770,931,522;13,94;;;;;;;;
A N X I E T Y (feat. Doechii);Boy Meets World;Sleepy Hallow;9/15/2023;USRC12202650;2,939;63,607,535;28,203;6,565,433;;7,769,494;107,161;7,102;2,436,874;21,062,791;;6;20;;;;;;
Forever;Euphoria (Original Score from the HBO Series);Labrinth;10/4/19;USQX91902499;2,949;321,892,912;74,664;17,317,980;62;71,926,168;1,129,180;3,600,000;905,260,724;11,338,513,351;2,223,763;16;3;;;;;;
SLUT ME OUT 2;SLUT ME OUT 2;NLE Choppa;4/12/24;USWB12401318;2,947;21,488,710;2,617;7,228,064;72;;;;329,169;2,503,565;;11;18;1,623,733;;;;;
He Ya Pyar Sajena;He Ya Pyar Sajena;TOADI;9/30/2022;SGB502283597;2,941;3,574;3;20;1;;;2,605,592;7,545,187;312,937,612;;;;;;;;;
Silent Hill;Mr. Morale & The Big Steppers;Kendrick Lamar;5/13/2022;USUM72208981;2,933;151,507,054;63,279;7,054,692;63;46,312,741;658,95;4,105;2,019,515;19,198,685;299,341,436;24;22;;;;;;
